trip_id,line,start_cp,start_cp_id,dest_cp,dest_cp_id,departure_time,departure_time_str,datetime_obj,datetime_float,pdf,speed,departure_interval,planned_travel_time,hour
l60_cp1_1,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 06:00:00,06:00,2025-09-07 06:00:00,6.0,0.06207469155881094,17.713463553978734,0.0,64.0,6
l60_cp1_3,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 06:10:00,06:10,2025-09-07 06:10:00,6.171781833725099,0.06467473657625777,17.713463553978734,10.0,64.0,6
l60_cp1_5,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 06:24:00,06:24,2025-09-07 06:24:00,6.403491964042101,0.0676072270147439,17.713463553978734,14.0,64.0,6
l60_cp1_7,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 06:31:00,06:31,2025-09-07 06:31:00,6.5223412700772805,0.06882926374148696,17.713463553978734,7.0,64.0,6
l60_cp1_9,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 06:38:00,06:38,2025-09-07 06:38:00,6.646749249517413,0.06989049317638693,17.713463553978734,7.0,64.0,6
l60_cp1_11,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 07:04:00,07:04,2025-09-07 07:04:00,7.080291713791378,0.07177442436182392,16.908686537201888,26.0,67.0,7
l60_cp1_13,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 07:14:00,07:14,2025-09-07 07:14:00,7.237801396436135,0.07176213561833887,16.908686537201888,10.0,67.0,7
l60_cp1_15,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 07:26:00,07:26,2025-09-07 07:26:00,7.443514106807311,0.07121910578700484,16.908686537201888,12.0,67.0,7
l60_cp1_17,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 07:41:00,07:41,2025-09-07 07:41:00,7.683864402675557,0.0698993890482525,16.908686537201888,15.0,67.0,7
l60_cp1_19,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 07:49:00,07:49,2025-09-07 07:49:00,7.828792907578381,0.06879442526626427,16.908686537201888,8.0,67.0,7
l60_cp1_21,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 08:09:00,08:09,2025-09-07 08:09:00,8.15158979346826,0.06568830401174078,18.897134923377756,20.0,60.0,8
l60_cp1_23,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 08:28:00,08:28,2025-09-07 08:28:00,8.477488698127758,0.061989651876693766,18.897134923377756,19.0,60.0,8
l60_cp1_25,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 08:34:00,08:34,2025-09-07 08:34:00,8.574299400224135,0.06084652548755192,18.897134923377756,6.0,60.0,8
l60_cp1_27,60,cp1,cp1_l60,cp2,cp2_l60,2025-09-07 08:39:00,08:39,2025-09-07 08:39:00,8.665732469802295,0.05976669552601097,18.897134923377756,5.0,60.0,8
