trip_id,line,start_cp,start_cp_id,dest_cp,dest_cp_id,departure_time,departure_time_str,datetime_obj,datetime_float,pdf,speed,departure_interval,planned_travel_time,hour
l4_cp1_1,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 05:49:00,05:49,2025-09-07 05:49:00,5.833333333333333,0.05925219995610811,17.361656640773656,0.0,83.0,5
l4_cp1_3,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 05:54:00,05:54,2025-09-07 05:54:00,5.901707536987782,0.06044290956370904,17.1377761347838,5.0,84.0,5
l4_cp1_5,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 05:59:00,05:59,2025-09-07 05:59:00,5.987512869515436,0.06187289283612399,16.868906734099,5.0,85.0,5
l4_cp1_7,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:09:00,06:09,2025-09-07 06:09:00,6.164305007638231,0.06456872525053417,16.36202888483225,10.0,88.0,6
l4_cp1_9,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:19:00,06:19,2025-09-07 06:19:00,6.322222507060285,0.06665887987860848,15.969032244221317,10.0,90.0,6
l4_cp1_11,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:24:00,06:24,2025-09-07 06:24:00,6.406477481397066,0.06764034999758216,15.784493524245358,5.0,91.0,6
l4_cp1_13,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:28:00,06:28,2025-09-07 06:28:00,6.475181820280285,0.06836826691150141,15.647628577522394,4.0,92.0,6
l4_cp1_15,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:36:00,06:36,2025-09-07 06:36:00,6.60611119511302,0.06956883876333854,15.421893745157993,8.0,93.0,6
l4_cp1_17,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:42:00,06:42,2025-09-07 06:42:00,6.7009339156718815,0.07028114647959328,15.287963682850947,6.0,94.0,6
l4_cp1_19,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:46:00,06:46,2025-09-07 06:46:00,6.76930076684993,0.07071116047922522,15.207111264086732,4.0,95.0,6
l4_cp1_21,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:50:00,06:50,2025-09-07 06:50:00,6.834751643452672,0.07105663086209132,15.14215496943114,4.0,95.0,6
l4_cp1_23,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:54:00,06:54,2025-09-07 06:54:00,6.9159518870847245,0.07139488925913981,15.078554692249268,4.0,95.0,6
l4_cp1_25,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 06:59:00,06:59,2025-09-07 06:59:00,6.992293055834224,0.07162175771110638,15.035898259904066,5.0,96.0,6
l4_cp1_27,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 07:05:00,07:05,2025-09-07 07:05:00,7.093594219295852,0.07178744647267098,15.00474500176361,6.0,96.0,7
l4_cp1_29,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 07:10:00,07:10,2025-09-07 07:10:00,7.179867696770125,0.07180861492931191,15.00076485013508,5.0,96.0,7
l4_cp1_31,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 07:15:00,07:15,2025-09-07 07:15:00,7.2613212145185475,0.07172958812323255,15.01562368827569,5.0,96.0,7
l4_cp1_33,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 07:22:00,07:22,2025-09-07 07:22:00,7.370001729889105,0.07147906028381358,15.06272862393391,7.0,96.0,7
l4_cp1_35,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 07:27:00,07:27,2025-09-07 07:27:00,7.460504940886472,0.07114898389482138,15.124790497384119,5.0,95.0,7
l4_cp1_37,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 07:32:00,07:32,2025-09-07 07:32:00,7.5495516591614065,0.07072202137226892,15.205069169007794,5.0,95.0,7
l4_cp1_39,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-07 07:37:00,07:37,2025-09-07 07:37:00,7.617104824275289,0.07033406592321767,15.278013623038124,5.0,94.0,7
