trip_id,line,start_cp,start_cp_id,dest_cp,dest_cp_id,departure_time,departure_time_str,datetime_obj,datetime_float,pdf,speed,departure_interval,planned_travel_time,hour
l4_cp1_1,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 05:49:00,05:49,2025-09-04 05:49:00,5.833333333333333,0.057384656442490016,20.14371460978946,0.0,71.0,5
l4_cp1_3,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 05:57:00,05:57,2025-09-04 05:57:00,5.962149093957325,0.06289763708668591,19.564870475146336,8.0,74.0,5
l4_cp1_5,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:06:00,06:06,2025-09-04 06:06:00,6.102815767982149,0.06894131446171024,18.93030499668937,9.0,76.0,6
l4_cp1_7,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:15:00,06:15,2025-09-04 06:15:00,6.265999951284542,0.07584339829821078,18.205609772195945,9.0,79.0,6
l4_cp1_9,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:20:00,06:20,2025-09-04 06:20:00,6.333945018955464,0.07864223276728792,17.91174171409421,5.0,80.0,6
l4_cp1_11,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:25:00,06:25,2025-09-04 06:25:00,6.427755398223043,0.08239873991205168,17.51732129656912,5.0,82.0,6
l4_cp1_13,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:29:00,06:29,2025-09-04 06:29:00,6.48967158712348,0.08479398321925102,17.26582893174915,4.0,83.0,6
l4_cp1_15,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:33:00,06:33,2025-09-04 06:33:00,6.556346687297911,0.08728478206778616,17.004303561518018,4.0,85.0,6
l4_cp1_17,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:38:00,06:38,2025-09-04 06:38:00,6.649109074973437,0.09057412948205529,16.65893331982167,5.0,86.0,6
l4_cp1_19,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:43:00,06:43,2025-09-04 06:43:00,6.720661206917335,0.09295263435282133,16.40919843364671,5.0,88.0,6
l4_cp1_21,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:49:00,06:49,2025-09-04 06:49:00,6.817765524786645,0.09593097948122477,16.096482369545477,6.0,89.0,6
l4_cp1_23,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 06:54:00,06:54,2025-09-04 06:54:00,6.915036264948114,0.09859498335117702,15.816771063754494,5.0,91.0,6
l4_cp1_25,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:00:00,07:00,2025-09-04 07:00:00,7.002791750990477,0.10069781152062932,15.595981289473082,6.0,92.0,7
l4_cp1_27,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:06:00,07:06,2025-09-04 07:06:00,7.102617754153734,0.10271614227447438,15.384063455177213,6.0,94.0,7
l4_cp1_29,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:11:00,07:11,2025-09-04 07:11:00,7.197695937800215,0.10424590901689051,15.22344317308862,5.0,95.0,7
l4_cp1_31,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:16:00,07:16,2025-09-04 07:16:00,7.27513886332931,0.10519596154163069,15.1236909034833,5.0,95.0,7
l4_cp1_33,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:21:00,07:21,2025-09-04 07:21:00,7.351824199963092,0.10586682449280796,15.053252585357303,5.0,96.0,7
l4_cp1_35,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:28:00,07:28,2025-09-04 07:28:00,7.478802194197033,0.1063740084733612,15.0,7.0,96.0,7
l4_cp1_37,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:35:00,07:35,2025-09-04 07:35:00,7.594140799688717,0.10617532730333375,15.020860844134381,7.0,96.0,7
l4_cp1_39,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:42:00,07:42,2025-09-04 07:42:00,7.705306367680767,0.10539281709610523,15.103021742745455,7.0,95.0,7
l4_cp1_41,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:48:00,07:48,2025-09-04 07:48:00,7.811049076994292,0.10412177285648205,15.236477045867623,6.0,95.0,7
l4_cp1_43,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 07:54:00,07:54,2025-09-04 07:54:00,7.913518791931839,0.10241796316199642,15.415371243372093,6.0,93.0,7
l4_cp1_45,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 08:00:00,08:00,2025-09-04 08:00:00,8.007873047031817,0.10045832388559857,15.621126673033071,6.0,92.0,8
l4_cp1_47,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 08:07:00,08:07,2025-09-04 08:07:00,8.133240772280338,0.0973149384162446,15.951171409136686,7.0,90.0,8
l4_cp1_49,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 08:11:00,08:11,2025-09-04 08:11:00,8.193272519089698,0.09560800583149745,16.13039349945045,4.0,89.0,8
l4_cp1_51,4,cp1,cp1_l4,cp2,cp2_l4,2025-09-04 08:19:00,08:19,2025-09-04 08:19:00,8.330433140358835,0.09126930983277222,16.58594175781514,8.0,87.0,8
