log_ids,experiment_name,step,metric,value
202509080131252942780,reports\3_pool_GA_CG_GA_4,1_initial_solution,solution_generation_time,3.523922681808472
202509080131252942781,reports\3_pool_GA_CG_GA_4,1_initial_solution,total_generated_columns,122.0
202509080131531037744_pop200,reports\3_pool_GA_CG_GA_4,2_preprocessing_and_transformations,pool_deduplication_run_time,0.0
202509080131531037740,reports\3_pool_GA_CG_GA_4,1_initial_solution,pool_solution_generation_time,26.44660067558289
202509080131531037741,reports\3_pool_GA_CG_GA_4,1_initial_solution,pool_total_generated_columns,966.0
202509080136303868690,reports\3_pool_GA_CG_GA_4,3_first_ga,ga_execution_time,277.2720925807953
202509080136303903851,reports\3_pool_GA_CG_GA_4,3_first_ga,best_cost,483037.0506194578
202509080136303903852,reports\3_pool_GA_CG_GA_4,3_first_ga,best_fitness,864580.7618129749
202509080136303903853,reports\3_pool_GA_CG_GA_4,3_first_ga,best_v,467.0
202509080136303903854,reports\3_pool_GA_CG_GA_4,3_first_ga,best_r,279.0
202509080136303903855,reports\3_pool_GA_CG_GA_4,3_first_ga,best_u,8.0
202509080136303903856,reports\3_pool_GA_CG_GA_4,3_first_ga,best_s,402.0
202509080136304589244_pop200,reports\3_pool_GA_CG_GA_4,2_preprocessing_and_transformations,combination_deduplication_run_time,0.019333
202509080136378617440,reports\3_pool_GA_CG_GA_4,4_graph_build,graph_build_time,7.0683510303497314
202509080136378617441,reports\3_pool_GA_CG_GA_4,4_graph_build,number_of_nodes,520.0
202509080136378617442,reports\3_pool_GA_CG_GA_4,4_graph_build,number_of_edges,117326.0
202509080138377985380,reports\3_pool_GA_CG_GA_4,5_column_generation,column_generation_time,119.9367938041687
202509080138377985381,reports\3_pool_GA_CG_GA_4,5_column_generation,number_of_iterations,12.0
202509080138377985382,reports\3_pool_GA_CG_GA_4,5_column_generation,start_objective,151699.18493119677
202509080138377985383,reports\3_pool_GA_CG_GA_4,5_column_generation,optimal_value,151196.9129311968
202509080138377985384,reports\3_pool_GA_CG_GA_4,5_column_generation,total_columns_generated,256.0
202509080138377995405,reports\3_pool_GA_CG_GA_4,5_column_generation,total_reduced_cost,-2828431.350292053
202509080141045430390,reports\3_pool_GA_CG_GA_4,6_second_ga,ga_execution_time,146.6130187511444
202509080141045430391,reports\3_pool_GA_CG_GA_4,6_second_ga,best_cost,173068.64243425868
202509080141046127242,reports\3_pool_GA_CG_GA_4,6_second_ga,best_fitness,0.1437901980194546
202509080141046127243,reports\3_pool_GA_CG_GA_4,6_second_ga,best_v,141.0
202509080141046127244,reports\3_pool_GA_CG_GA_4,6_second_ga,best_r,34.0
202509080141046127245,reports\3_pool_GA_CG_GA_4,6_second_ga,best_u,9.0
202509080141046127246,reports\3_pool_GA_CG_GA_4,6_second_ga,best_s,94.0
