,trip_id,line,start_cp,start_cp_id,dest_cp,dest_cp_id,departure_time,departure_time_str,datetime_obj,datetime_float,pdf,speed,departure_interval,planned_travel_time
0,l4_cp1_1,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 05:49:00,05:49,2025-08-15 05:49:00,5.833333333333333,0.057384656442490016,20.00933027368021,0.0,72.0
1,l4_cp1_3,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 05:56:00,05:56,2025-08-15 05:56:00,5.942978429917965,0.06207379897114972,19.52978498576551,7.0,74.0
2,l4_cp1_5,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:02:00,06:02,2025-08-15 06:02:00,6.039405460249445,0.06622023978617994,19.1057402606773,6.0,75.0
3,l4_cp1_7,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:12:00,06:12,2025-08-15 06:12:00,6.2019036281614435,0.07315675199003004,18.396362859246533,10.0,78.0
4,l4_cp1_9,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:21:00,06:21,2025-08-15 06:21:00,6.357290697378774,0.07958985002336035,17.738468195196162,9.0,81.0
5,l4_cp1_11,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:27:00,06:27,2025-08-15 06:27:00,6.459327624846772,0.08362934518892184,17.32536049792322,6.0,83.0
6,l4_cp1_13,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:32:00,06:32,2025-08-15 06:32:00,6.549200478829513,0.08702258222560422,16.978343783934836,5.0,85.0
7,l4_cp1_15,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:36:00,06:36,2025-08-15 06:36:00,6.605038952155715,0.0890386785003054,16.772163344204916,4.0,86.0
8,l4_cp1_17,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:40:00,06:40,2025-08-15 06:40:00,6.667449348023754,0.09119770102286318,16.55136624305768,4.0,87.0
9,l4_cp1_19,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:46:00,06:46,2025-08-15 06:46:00,6.773411739093891,0.09460809556753189,16.202594879459706,6.0,89.0
10,l4_cp1_21,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:51:00,06:51,2025-08-15 06:51:00,6.851410150173678,0.09689025939452874,15.969204466863626,5.0,90.0
11,l4_cp1_23,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 06:56:00,06:56,2025-08-15 06:56:00,6.938678953368308,0.09919056366595863,15.733958882539373,5.0,92.0
12,l4_cp1_25,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:00:00,07:00,2025-08-15 07:00:00,7.005871948384947,0.10076616407430217,15.572826703928971,4.0,92.0
13,l4_cp1_27,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:06:00,07:06,2025-08-15 07:06:00,7.108800833441827,0.10282749820777216,15.36201991687108,6.0,94.0
14,l4_cp1_29,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:11:00,07:11,2025-08-15 07:11:00,7.189553606297502,0.10413039384018315,15.22877648113659,5.0,95.0
15,l4_cp1_31,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:16:00,07:16,2025-08-15 07:16:00,7.281976106808589,0.10526677343674432,15.112562167435811,5.0,95.0
16,l4_cp1_33,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:21:00,07:21,2025-08-15 07:21:00,7.353228647373281,0.10587657034443353,15.050199969682165,5.0,96.0
17,l4_cp1_35,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:26:00,07:26,2025-08-15 07:26:00,7.437935228942926,0.10629360142149052,15.00755138591778,5.0,96.0
18,l4_cp1_37,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:31:00,07:31,2025-08-15 07:31:00,7.526968704154802,0.10636744121462324,15.0,5.0,96.0
19,l4_cp1_39,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:36:00,07:36,2025-08-15 07:36:00,7.601256396666728,0.10614252793990275,15.02300124178834,5.0,96.0
20,l4_cp1_41,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:42:00,07:42,2025-08-15 07:42:00,7.713368185532286,0.10531379657571721,15.10775324457207,6.0,95.0
21,l4_cp1_43,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:46:00,07:46,2025-08-15 07:46:00,7.767811502118491,0.10470249423329274,15.170269398860235,4.0,95.0
22,l4_cp1_45,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:51:00,07:51,2025-08-15 07:51:00,7.8558093674643015,0.10343341971704977,15.30005404510576,5.0,94.0
23,l4_cp1_47,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 07:56:00,07:56,2025-08-15 07:56:00,7.938044813840295,0.10194372604977932,15.452400785306061,5.0,93.0
24,l4_cp1_49,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:00:00,08:00,2025-08-15 08:00:00,8.016121514043986,0.10026994527038864,15.623573591603426,4.0,92.0
25,l4_cp1_51,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:04:00,08:04,2025-08-15 08:04:00,8.078230041925933,0.09876685412976437,15.77729045335101,4.0,91.0
26,l4_cp1_53,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:08:00,08:08,2025-08-15 08:08:00,8.149568397989801,0.09686304529878952,15.971987575139146,4.0,90.0
27,l4_cp1_55,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:14:00,08:14,2025-08-15 08:14:00,8.23469126861138,0.09435965017253174,16.228002684351168,6.0,89.0
28,l4_cp1_57,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:22:00,08:22,2025-08-15 08:22:00,8.36754317916357,0.09000022752565877,16.67382845645328,8.0,86.0
29,l4_cp1_59,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:27:00,08:27,2025-08-15 08:27:00,8.463233903156722,0.08656385134709428,17.02525688795458,5.0,85.0
30,l4_cp1_61,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:33:00,08:33,2025-08-15 08:33:00,8.550231542477286,0.08325909687433833,17.363224741445723,6.0,83.0
31,l4_cp1_63,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:37:00,08:37,2025-08-15 08:37:00,8.626732476633636,0.08023418833462367,17.67257354620635,4.0,81.0
32,l4_cp1_65,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-15 08:42:00,08:42,2025-08-15 08:42:00,8.70808566540479,0.07691810619764113,18.011699847744175,5.0,80.0
