,trip_id,line,start_cp,start_cp_id,dest_cp,dest_cp_id,departure_time,departure_time_str,datetime_obj,datetime_float,pdf,speed,departure_interval,planned_travel_time
0,l4_cp1_1,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 05:49:00,05:49,2025-08-17 05:49:00,5.833333333333333,0.057384656442490016,20.00998808565727,0.0,72.0
1,l4_cp1_3,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 05:56:00,05:56,2025-08-17 05:56:00,5.9342623225583715,0.06169947801974213,19.56878170062063,7.0,74.0
2,l4_cp1_5,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:01:00,06:01,2025-08-17 06:01:00,6.02019338216383,0.06539413327959996,19.19098960378111,5.0,75.0
3,l4_cp1_7,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:05:00,06:05,2025-08-17 06:05:00,6.098898752007703,0.06877359417119282,18.84542729102797,4.0,76.0
4,l4_cp1_9,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:11:00,06:11,2025-08-17 06:11:00,6.1930351289816175,0.07278212796359751,18.43553995914659,6.0,78.0
5,l4_cp1_11,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:16:00,06:16,2025-08-17 06:16:00,6.268789085541138,0.07595937229704172,18.110655033631357,5.0,80.0
6,l4_cp1_13,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:20:00,06:20,2025-08-17 06:20:00,6.339636280525244,0.07887396093885954,17.812627619171213,4.0,81.0
7,l4_cp1_15,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:24:00,06:24,2025-08-17 06:24:00,6.41215778618082,0.08178411153716465,17.515054010992472,4.0,82.0
8,l4_cp1_17,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:29:00,06:29,2025-08-17 06:29:00,6.4977482038380305,0.08510082878089459,17.175907467133126,5.0,84.0
9,l4_cp1_19,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:33:00,06:33,2025-08-17 06:33:00,6.56251546709059,0.0875101572250338,16.929544767268816,4.0,85.0
10,l4_cp1_21,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:39:00,06:39,2025-08-17 06:39:00,6.650747827007148,0.09063022457811293,16.61050639841011,6.0,87.0
11,l4_cp1_23,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:44:00,06:44,2025-08-17 06:44:00,6.73703022333395,0.09347558650880919,16.31955766991996,5.0,88.0
12,l4_cp1_25,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:50:00,06:50,2025-08-17 06:50:00,6.838229300654832,0.09651909287676094,16.008347943538833,6.0,90.0
13,l4_cp1_27,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:55:00,06:55,2025-08-17 06:55:00,6.922127029454571,0.09877580576049333,15.777590746359138,5.0,91.0
14,l4_cp1_29,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 06:59:00,06:59,2025-08-17 06:59:00,6.985697792584996,0.10031163422263745,15.620546634178137,4.0,92.0
15,l4_cp1_31,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 07:04:00,07:04,2025-08-17 07:04:00,7.067826132901543,0.10205946027043934,15.441824988701743,5.0,93.0
16,l4_cp1_33,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 07:10:00,07:10,2025-08-17 07:10:00,7.17625464902916,0.1039354107067454,15.250002152996537,6.0,94.0
17,l4_cp1_35,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 07:15:00,07:15,2025-08-17 07:15:00,7.258158867389698,0.10501087149388573,15.140032329761105,5.0,95.0
18,l4_cp1_37,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 07:20:00,07:20,2025-08-17 07:20:00,7.3353756667747625,0.10574584946051276,15.064878127917236,5.0,96.0
19,l4_cp1_39,4,cp1,cp1_l4,cp2,cp2_l4,2025-08-17 07:26:00,07:26,2025-08-17 07:26:00,7.43852734677802,0.10629532929979087,15.008691792237325,6.0,96.0
